Z,U,R,n,NH,agn_percent,redshift,Lbol,L12um,W1L,W2L,W3L,W4L,w12_wrong,w23_wrong
0.1,0.175511813,19.741001,1000,20.5,80,0,1,0.013727714,-10.69938526,-11.65172533,-15.54272999,-17.56756756,0.945767882,3.862202392
0.1,0.175511813,19.741001,1000,21,80,0,1,0.037984842,-10.76763118,-12.04457635,-16.64280807,-18.72914925,1.266790816,4.567351473
0.1,0.175511813,19.741001,1000,21.5,80,0,1,0.103359482,-10.88781492,-12.59582766,-17.73296072,-19.89651259,1.69610007,5.105148123
0.1,0.175511813,19.741001,1000,22,80,0,1,0.227264293,-10.96665681,-12.95382242,-18.60826138,-20.95106924,1.974004952,5.611932165
0.1,0.175511813,19.741001,1000,22.5,80,0,1,0.318517111,-11.01894311,-12.99061784,-19.02746039,-21.70910204,1.956593673,5.972523116
0.1,0.175511813,19.741001,1000,23,80,0,1,0.313105699,-11.00163805,-12.96929744,-19.04421739,-21.94500481,1.9537278,5.997025317
0.1,0.175511813,19.741001,1000,23.5,80,0,1,0.234834236,-10.64033679,-12.76099461,-18.77970914,-21.78950965,2.109353108,5.922917318
0.1,0.175511813,19.841002,1000,24,80,0,1,0.082052634,-9.356162136,-11.647249,-17.92399562,-21.17561067,2.284291294,6.135826594
0.1,0.175511813,19.741001,1000,19,80,0,1,0.002252514,-10.66147861,-11.37959661,-13.63237813,-15.27359402,0.715755794,2.269357735
0.1,0.175511813,20.091,300,24,80,0,1,0.039710411,-9.272297712,-10.83308531,-17.34316772,-21.05283188,1.565681064,6.331685575
0.1,0.175511813,19.991001,300,19,80,0,1,0.002161566,-10.66027707,-11.37101103,-13.59925349,-15.35799493,0.708510237,2.241023882
0.1,0.175511813,19.991001,300,19.5,80,0,1,0.002787353,-10.66044479,-11.37522639,-13.87435752,-15.89512391,0.712421697,2.49005016
0.1,0.175511813,19.991001,300,20,80,0,1,0.00475215,-10.66107477,-11.38833987,-14.45274956,-16.76619701,0.724490446,3.023342897
0.1,0.175511813,19.991001,300,20.5,80,0,1,0.010830534,-10.66316894,-11.42681648,-15.3476879,-17.8561686,0.759687809,3.853983884
0.1,0.175511813,19.991001,300,21,80,0,1,0.028767556,-10.66868709,-11.52248892,-16.4126408,-19.02949281,0.847025616,4.811018271
0.1,0.175511813,19.991001,300,21.5,80,0,1,0.07410629,-10.67812039,-11.67533622,-17.45618898,-20.18646379,0.986171764,5.694944715
0.1,0.175511813,19.991001,300,22,80,0,1,0.143724886,-10.69252414,-11.76060168,-18.2236027,-21.18605907,1.054686489,6.362620128
0.1,0.175511813,19.991001,300,22.5,80,0,1,0.172465266,-10.80993931,-11.84754564,-18.50227671,-21.82227884,1.024633758,6.535281575
0.1,0.175511813,19.991001,300,23,80,0,1,0.164040985,-10.79579212,-11.87525908,-18.47255101,-21.89223902,1.069063523,6.470555295
0.1,0.175511813,19.991001,300,23.5,80,0,1,0.123353642,-10.4298856,-11.66785807,-18.22805797,-21.69972094,1.230416177,6.419689581
1,0.179551791,19.741001,1000,24,40,0,1,2.19E-06,4.086972396,-3.629272848,-9.811373972,-14.02348099,7.697165865,6.057098472
1,0.179551791,19.641001,1000,19,40,0,1,0.006451258,-10.67840746,-11.37165718,-14.73066483,-16.62594971,0.685320549,3.34076517
1,0.179551791,19.641001,1000,19.5,40,0,1,0.016610343,-10.77057513,-11.81634036,-15.73710651,-17.58340188,1.035155077,3.907518626
1,0.179551791,19.641001,1000,20,40,0,1,0.047231392,-10.99388219,-12.55369533,-16.86411695,-18.70252641,1.550819048,4.301922887
1,0.179551791,19.641001,1000,20.5,40,0,1,0.130603625,-11.36226783,-13.39861578,-17.96821346,-19.84674316,2.033879802,4.56114019
1,0.179551791,19.641001,1000,21,40,0,1,0.298226643,-11.63699407,-13.98762356,-18.87287204,-20.88151696,2.352158536,4.868751588
1,0.179551791,19.641001,1000,21.5,40,0,1,0.441068848,-11.64011325,-14.0867031,-19.32642841,-21.59878374,2.447581827,5.205022598
1,0.179551791,19.641001,1000,22,40,0,1,0.433656682,-11.54071939,-14.02001066,-19.34484361,-21.90051477,2.479715492,5.273357564
1,0.179551791,19.641001,1000,22.5,40,0,1,0.32645208,-11.1720253,-13.79759029,-19.09110484,-21.95693914,2.62800239,5.218136018
1,0.179551791,19.641001,1000,23,40,0,1,0.126518797,-10.00697779,-13.0925355,-18.29763661,-21.62417743,3.093585374,5.086945674
1,0.179551791,19.641001,1000,23.5,40,0,1,0.006214386,-6.423928264,-10.89101576,-16.10524131,-19.78461602,4.485106921,5.068116368
1,0.179551791,19.891001,300,19.5,40,0,1,0.014760566,-10.64962143,-11.33075549,-15.64800481,-17.93875559,0.670694008,4.262050854
1,0.179551791,19.891001,300,20,40,0,1,0.041275419,-10.68241711,-11.69649008,-16.76109643,-19.08541324,0.99721098,5.012263309
1,0.179551791,19.891001,300,20.5,40,0,1,0.111166789,-10.74086488,-12.21630822,-17.84234864,-20.22783433,1.453332038,5.576183899
1,0.179551791,19.891001,300,21,40,0,1,0.23657937,-10.77266905,-12.55223861,-18.68645032,-21.22581751,1.754579866,6.076875086
1,0.179551791,19.891001,300,21.5,40,0,1,0.310891609,-10.75083105,-12.56749568,-19.03347247,-21.84303085,1.790833474,6.392110045
1,0.179551791,19.891001,300,22,40,0,1,0.290429859,-10.66988526,-12.50814865,-18.99681541,-22.00931463,1.811831211,6.404032521
1,0.179551791,19.891001,300,22.5,40,0,1,0.215831618,-10.29089387,-12.28901587,-18.73260443,-21.89743957,1.974663087,6.341649867
1,0.179551791,19.891001,300,23,40,0,1,0.083228868,-9.085385478,-11.58697048,-17.9507826,-21.29986751,2.486477712,6.229517115
1,0.179551791,19.891001,300,23.5,40,0,1,0.004082806,-5.404653442,-9.391002161,-15.78389163,-19.26649083,3.988912543,6.239370802
1,0.179551791,19.991001,300,24,40,0,1,6.01E-05,-2.823452331,-5.0787168,-10.60820534,-14.1777224,2.265565308,5.374984316
1,0.179551791,19.891001,300,19,40,0,1,0.005869892,-10.63717469,-11.16291296,-14.66063208,-16.90976449,0.519305718,3.44713805
0.1,0.233757363,19.741001,1000,19.5,100,0,1,0.002827087,-10.69750307,-11.50047332,-13.845216,-15.23987099,0.801871597,2.369876319
0.1,0.233757363,19.741001,1000,20,100,0,1,0.005167287,-10.70395976,-11.54898779,-14.48738907,-16.26756978,0.843073555,2.933062178
0.1,0.233757363,19.741001,1000,20.5,100,0,1,0.012452812,-10.72322385,-11.68485205,-15.43394574,-17.43161091,0.957550352,3.7229017
0.1,0.233757363,19.741001,1000,21,100,0,1,0.034394404,-10.77380386,-11.99491708,-16.53446807,-18.63687101,1.213507253,4.506485859
0.1,0.233757363,19.741001,1000,21.5,100,0,1,0.09362145,-10.86438174,-12.46239388,-17.62632386,-19.82026947,1.587489317,5.128328595
0.1,0.233757363,19.741001,1000,22,100,0,1,0.207102754,-10.92545788,-12.78161201,-18.50857813,-20.88553074,1.84361361,5.680674311
0.1,0.233757363,19.741001,1000,22.5,100,0,1,0.29217788,-10.98003714,-12.82112259,-18.93542126,-21.65239553,1.826847257,6.04623191
0.1,0.233757363,19.741001,1000,23,100,0,1,0.294473835,-10.99217663,-12.81286713,-18.98644784,-21.94762369,1.807474059,6.089901901
0.1,0.233757363,19.741001,1000,23.5,100,0,1,0.221721375,-10.63574583,-12.60847679,-18.72740446,-21.79406389,1.962143137,6.017545678
0.1,0.233757363,19.841002,1000,24,100,0,1,0.077753036,-9.400299414,-11.55438407,-17.88005486,-21.1846801,2.149987354,6.179158465
0.1,0.233757363,19.741001,1000,19,100,0,1,0.002083727,-10.69546853,-11.48453985,-13.5237817,-14.48799218,0.788268485,2.087703201
1,0.233757363,19.741001,1000,19.5,100,0,1,0.012461882,-10.72308483,-11.68578013,-15.43445576,-17.42992647,0.958612648,3.722664862
1,0.233757363,19.741001,1000,20,100,0,1,0.03439971,-10.77398415,-12.00021858,-16.53430378,-18.63046932,1.218647669,4.501582383
1,0.233757363,19.741001,1000,20.5,100,0,1,0.093830587,-10.8698023,-12.48876452,-17.62673249,-19.80159839,1.608717013,5.10400495
1,0.233757363,19.741001,1000,21,100,0,1,0.211299149,-10.93870102,-12.86218786,-18.52293864,-20.84346535,1.911788371,5.618972377
1,0.233757363,19.741001,1000,21.5,100,0,1,0.310196012,-10.91781816,-12.90310322,-18.97935148,-21.57330694,1.972747316,6.016052309
1,0.233757363,19.741001,1000,22,100,0,1,0.308399458,-10.84595903,-12.84006131,-19.02234047,-21.90910257,1.97943048,6.105193887
1,0.233757363,19.741001,1000,22.5,100,0,1,0.233541519,-10.4966811,-12.62771236,-18.79129833,-21.95060789,2.11846043,6.064224281
1,0.233757363,19.741001,1000,23,100,0,1,0.090805555,-9.31276381,-11.92643968,-18.0216469,-21.54162003,2.608491938,5.959032748
1,0.233757363,19.741001,1000,23.5,100,0,1,0.004582362,-5.702279323,-9.734401798,-15.86347239,-19.68261313,4.041165765,5.971916607
1,0.233757363,19.841002,1000,24,100,0,1,2.63E-04,-3.146777958,-4.944923382,-11.62904427,-15.20834565,1.793890131,6.575386197
1,0.233757363,19.741001,1000,19,100,0,1,0.00517003,-10.70393697,-11.54922743,-14.48801201,-16.26737644,0.843331865,2.93348523
0.1,0.233757363,20.091,300,24,100,0,1,0.036607466,-9.351858805,-10.92020681,-17.27436919,-21.0517251,1.575586746,6.17261009
0.1,0.233757363,19.991001,300,19,100,0,1,0.001995411,-10.69456304,-11.47836712,-13.48795748,-14.63768201,0.78309657,2.055792615
0.1,0.233757363,19.991001,300,19.5,100,0,1,0.002548324,-10.69466055,-11.48124931,-13.7589156,-15.46796331,0.785788161,2.295049495
0.1,0.233757363,19.991001,300,20,100,0,1,0.004284497,-10.6950896,-11.49023686,-14.33138105,-16.54059698,0.794061725,2.815508049
0.1,0.233757363,19.991001,300,20.5,100,0,1,0.009657476,-10.69653941,-11.51678457,-15.22169545,-17.72149184,0.818334583,3.643445086
0.1,0.233757363,19.991001,300,21,100,0,1,0.025507878,-10.70040373,-11.58378409,-16.28461689,-18.92802498,0.879439946,4.621226696
0.1,0.233757363,19.991001,300,21.5,100,0,1,0.065643077,-10.70713437,-11.69435673,-17.32886602,-20.09713939,0.980001959,5.545184673
0.1,0.233757363,19.991001,300,22,100,0,1,0.128112902,-10.71841948,-11.75951924,-18.10406688,-21.10717576,1.031977673,6.239920471
0.1,0.233757363,19.991001,300,22.5,100,0,1,0.155252527,-10.831616,-11.83972724,-18.3952925,-21.76318329,0.998442003,6.431868989
0.1,0.233757363,19.991001,300,23,100,0,1,0.149559249,-10.8532275,-11.9014656,-18.38714411,-21.8777751,1.041412094,6.353508467
0.1,0.233757363,19.991001,300,23.5,100,0,1,0.112898641,-10.49338236,-11.69854253,-18.14832313,-21.68917002,1.201134827,6.304101287
1,0.233757363,20.091,300,24,100,0,1,2.92E-04,-4.862227957,-6.34108778,-11.61980418,-14.76660287,1.482311772,5.180765169
1,0.233757363,19.991001,300,19,100,0,1,0.004289437,-10.69505379,-11.49030151,-14.332497,-16.5405109,0.794160962,2.816590382
1,0.233757363,19.991001,300,19.5,100,0,1,0.009684393,-10.69613467,-11.51711429,-15.22417501,-17.71987116,0.819050941,3.645848124
1,0.233757363,19.991001,300,20,100,0,1,0.025721692,-10.6989373,-11.58720594,-16.29133357,-18.92174463,0.884212691,4.625558519
1,0.233757363,19.991001,300,20.5,100,0,1,0.067446112,-10.70278788,-11.71590936,-17.35033151,-20.07933752,1.005321492,5.54854777
1,0.233757363,19.991001,300,21,100,0,1,0.139932187,-10.6986323,-11.8068081,-18.1766874,-21.07626202,1.097542099,6.273302509
1,0.233757363,19.991001,300,21.5,100,0,1,0.182062004,-10.67509769,-11.79940065,-18.52512217,-21.70470745,1.113476859,6.612834514
1,0.233757363,19.991001,300,22,100,0,1,0.171854284,-10.6259502,-11.7539116,-18.5131537,-21.91469981,1.114395186,6.635882408
1,0.233757363,19.991001,300,22.5,100,0,1,0.128688071,-10.2708746,-11.5538699,-18.27302919,-21.80874479,1.272483646,6.580401755
1,0.233757363,19.991001,300,23,100,0,1,0.050033261,-9.071322572,-10.84574602,-17.52449328,-21.19806323,1.771647014,6.514264693
1,0.233757363,19.991001,300,23.5,100,0,1,0.002771301,-5.451953151,-8.635839859,-15.41504864,-19.20885769,3.195876218,6.606126003
0.1,0.238297068,19.641001,1000,24,0,0,1,0.117028583,-10.07430284,-13.17228665,-18.16418086,-21.06016226,3.107794557,4.882515921
0.1,0.238297068,19.541,1000,19,0,0,1,0.002923737,-10.52504958,-10.86388756,-13.97854201,-16.4495983,0.330683296,3.046757831
0.1,0.238297068,19.541,1000,19.5,0,0,1,0.004060742,-10.55332055,-11.01752827,-14.29693152,-16.60016477,0.454523109,3.230182541
0.1,0.238297068,19.541,1000,20,0,0,1,0.007639798,-10.63722952,-11.39333061,-14.93524736,-16.9723742,0.744534962,3.518329944
0.1,0.238297068,19.541,1000,20.5,0,0,1,0.018802022,-10.85841542,-12.08973637,-15.87964001,-17.6767873,1.221543812,3.786565055
0.1,0.238297068,19.541,1000,21,0,0,1,0.052570281,-11.30757263,-13.02491861,-16.98125702,-18.66506993,1.715593473,3.962075841
0.1,0.238297068,19.541,1000,21.5,0,0,1,0.145128183,-11.88837039,-13.95562723,-18.07985191,-19.7787207,2.073714728,4.129367243
0.1,0.238297068,19.541,1000,22,0,0,1,0.32993214,-12.2168419,-14.52890409,-18.97898147,-20.84955941,2.321301778,4.443508148
0.1,0.238297068,19.541,1000,22.5,0,0,1,0.464361509,-12.21622652,-14.59126831,-19.3827568,-21.6008609,2.383691608,4.762928095
0.1,0.238297068,19.541,1000,23,0,0,1,0.436181686,-12.10269756,-14.5219106,-19.33327606,-21.800804,2.428320242,4.770702446
0.1,0.238297068,19.541,1000,23.5,0,0,1,0.322656339,-11.73267038,-14.29665678,-19.03407982,-21.6642928,2.574779041,4.676239095
0.1,0.238297068,19.891001,300,24,0,0,1,0.07528566,-9.021715826,-11.5625015,-17.82229795,-21.0258542,2.525056471,6.129375697
0.1,0.238297068,19.791,300,19,0,0,1,0.002912453,-10.51434413,-10.8152009,-13.9779375,-16.48944834,0.292964694,3.087557501
0.1,0.238297068,19.791,300,19.5,0,0,1,0.004023107,-10.51997969,-10.87846009,-14.2954369,-16.70650462,0.349169585,3.350683652
0.1,0.238297068,19.791,300,20,0,0,1,0.007518431,-10.53747211,-11.0547472,-14.93208062,-17.19776423,0.504564168,3.824496587
0.1,0.238297068,19.791,300,20.5,0,0,1,0.018370022,-10.58779523,-11.45997661,-15.87321856,-18.02634796,0.854319201,4.374140845
0.1,0.238297068,19.791,300,21,0,0,1,0.050752047,-10.70664256,-12.12587459,-16.96601875,-19.08848978,1.398932085,4.809882429
0.1,0.238297068,19.791,300,21.5,0,0,1,0.135301049,-10.8736896,-12.8162811,-18.03573819,-20.22830727,1.924146956,5.188446378
0.1,0.238297068,19.791,300,22,0,0,1,0.274863884,-10.93657999,-13.11571574,-18.83800748,-21.26979944,2.160571196,5.676141549
0.1,0.238297068,19.791,300,22.5,0,0,1,0.326323123,-10.94295841,-13.11556874,-19.07267659,-21.84535135,2.154012525,5.893899747
0.1,0.238297068,19.791,300,23,0,0,1,0.300302067,-10.83012251,-13.04743269,-18.99379094,-21.87122649,2.199442685,5.876425575
0.1,0.238297068,19.791,300,23.5,0,0,1,0.222227914,-10.44789565,-12.82404255,-18.71271766,-21.66466684,2.360989614,5.801209204
0.1,0.240299582,19.741001,1000,24,40,0,1,0.102311647,-9.519238827,-12.40732838,-18.08293396,-21.13091592,2.885430871,5.553545919
0.1,0.240299582,19.641001,1000,19,40,0,1,0.002602861,-10.59297398,-11.14593008,-13.82413103,-16.0184588,0.547467123,2.646801335
0.1,0.240299582,19.641001,1000,19.5,40,0,1,0.003610436,-10.60329153,-11.21089548,-14.14946656,-16.25698494,0.601237236,2.910359709
0.1,0.240299582,19.641001,1000,20,40,0,1,0.006783558,-10.63488968,-11.39239337,-14.79671206,-16.78242416,0.74917001,3.381712729
0.1,0.240299582,19.641001,1000,20.5,40,0,1,0.016668584,-10.72530184,-11.81143303,-15.74689808,-17.64115064,1.075574316,3.919979363
0.1,0.240299582,19.641001,1000,21,40,0,1,0.046474686,-10.94013335,-12.51528922,-16.84958681,-18.71727548,1.566146043,4.324100519
0.1,0.240299582,19.641001,1000,21.5,40,0,1,0.127493162,-11.27339526,-13.31081635,-17.94433423,-19.85951508,2.034009447,4.622566623
0.1,0.240299582,19.641001,1000,22,40,0,1,0.284974103,-11.47294564,-13.79842711,-18.83144209,-20.92184737,2.324315552,5.01078103
0.1,0.240299582,19.641001,1000,22.5,40,0,1,0.403930786,-11.48546283,-13.84449995,-19.25399032,-21.6932302,2.356411133,5.364723913
0.1,0.240299582,19.641001,1000,23,40,0,1,0.38501885,-11.40523106,-13.7923613,-19.22649294,-21.88696291,2.384931008,5.377319494
0.1,0.240299582,19.641001,1000,23.5,40,0,1,0.286834583,-11.03990062,-13.57583793,-18.94455435,-21.73958975,2.535907045,5.292481674
0.1,0.240299582,19.891001,300,19.5,40,0,1,0.003426945,-10.59008475,-11.1417774,-14.11191843,-16.38908319,0.545930907,2.92564235
0.1,0.240299582,19.891001,300,20,40,0,1,0.006201297,-10.59416078,-11.19777523,-14.72999373,-17.02620741,0.596425779,3.479848991
0.1,0.240299582,19.891001,300,20.5,40,0,1,0.014791021,-10.60635734,-11.35031642,-15.65614787,-17.97362533,0.733297386,4.249817272
0.1,0.240299582,19.891001,300,21,40,0,1,0.040260393,-10.63650818,-11.67594137,-16.73826397,-19.09065342,1.023039099,5.007939058
0.1,0.240299582,19.891001,300,21.5,40,0,1,0.105520779,-10.68146487,-12.10135091,-17.79469751,-20.23801335,1.398244279,5.638217802
0.1,0.240299582,19.891001,300,22,40,0,1,0.209046058,-10.70401238,-12.29982095,-18.57685738,-21.25530299,1.571351735,6.208073774
0.1,0.240299582,19.891001,300,22.5,40,0,1,0.250529028,-10.79261833,-12.34592467,-18.84230332,-21.8815059,1.530054202,6.407668883
0.1,0.240299582,19.891001,300,23,40,0,1,0.232823987,-10.70427317,-12.29485651,-18.77707721,-21.90469139,1.568490087,6.387234218
0.1,0.240299582,19.891001,300,23.5,40,0,1,0.173725282,-10.32797391,-12.07978056,-18.51456626,-21.70500901,1.732617121,6.323987858
0.1,0.240299582,19.991001,300,24,40,0,1,0.057352809,-9.086427995,-10.95903938,-17.62743288,-21.06254814,1.864193849,6.513717122
0.1,0.240299582,19.891001,300,19,40,0,1,0.002544518,-10.58874915,-11.12314396,-13.80828352,-16.07247096,0.529128253,2.647001434
1,0.245265839,19.641001,1000,24,20,0,1,6.38E-07,3.929927387,-4.320718735,-9.852876741,-13.80012915,8.255894652,5.412715614
1,0.245265839,19.541,1000,19,20,0,1,0.006757174,-10.71248037,-11.42040132,-14.78168094,-16.62924761,0.69890194,3.349332684
1,0.245265839,19.541,1000,19.5,20,0,1,0.017617616,-10.9002423,-12.06124937,-15.79874181,-17.50167818,1.152137069,3.738033516
1,0.245265839,19.541,1000,20,20,0,1,0.05043664,-11.30514558,-12.96714675,-16.93121612,-18.58078182,1.659683613,3.970773794
1,0.245265839,19.541,1000,20.5,20,0,1,0.140504465,-11.88564218,-13.91645619,-18.0408954,-19.71329889,2.036872473,4.13084457
1,0.245265839,19.541,1000,21,20,0,1,0.325849936,-12.30634509,-14.58908327,-18.95795884,-20.75339445,2.292826007,4.367169225
1,0.245265839,19.541,1000,21.5,20,0,1,0.496177467,-12.33925279,-14.73491588,-19.43504344,-21.49218554,2.405433382,4.68016459
1,0.245265839,19.541,1000,22,20,0,1,0.494463467,-12.22896837,-14.66783383,-19.46190529,-21.81628459,2.448753575,4.75597014
1,0.245265839,19.541,1000,22.5,20,0,1,0.373859315,-11.860772,-14.44326015,-19.20705577,-21.92419549,2.594010414,4.699555226
1,0.245265839,19.541,1000,23,20,0,1,0.144920827,-10.70221155,-13.73311867,-18.40105869,-21.65571076,3.046784529,4.556853447
1,0.245265839,19.541,1000,23.5,20,0,1,0.00709014,-7.136023755,-11.52131054,-16.1926969,-19.83930775,4.408318109,4.528780329
1,0.245265839,19.891001,300,24,20,0,1,6.35E-05,-0.643158182,-3.432234404,-10.53668195,-14.26514839,2.760101788,6.993444383
1,0.245265839,19.791,300,19,20,0,1,0.006586987,-10.62966513,-11.11923396,-14.77085597,-16.92038422,0.480400608,3.607195044
1,0.245265839,19.791,300,19.5,20,0,1,0.017052833,-10.67020019,-11.47296428,-15.78399135,-17.89127788,0.788141058,4.273376923
1,0.245265839,19.791,300,20,20,0,1,0.048420272,-10.77377387,-12.10458097,-16.91039366,-19.01473059,1.312341604,4.775446727
1,0.245265839,19.791,300,20.5,20,0,1,0.132196821,-10.95545156,-12.85377505,-18.00346804,-20.15464525,1.881597429,5.121115027
1,0.245265839,19.791,300,21,20,0,1,0.289016717,-11.07461489,-13.3269734,-18.87034315,-21.16728414,2.237085098,5.506584687
1,0.245265839,19.791,300,21.5,20,0,1,0.393053414,-11.05546749,-13.37027343,-19.24628334,-21.81382391,2.298736729,5.821859682
1,0.245265839,19.791,300,22,20,0,1,0.369138052,-10.95320855,-13.3040911,-19.21005521,-21.99172959,2.334891429,5.840099917
1,0.245265839,19.791,300,22.5,20,0,1,0.273889531,-10.57586718,-13.0824364,-18.93616374,-21.90442461,2.493245653,5.768801555
1,0.245265839,19.791,300,23,20,0,1,0.10539845,-9.387911876,-12.37969112,-18.13412906,-21.32361473,2.985943468,5.632921203
1,0.245265839,19.791,300,23.5,20,0,1,0.005142652,-5.751547388,-10.18339914,-15.947934,-19.28257827,4.440828765,5.618755669
1,0.254306332,19.541,1000,24,0,0,1,6.06E-07,3.411019341,-4.914182169,-9.91391016,-13.83432428,8.345343748,4.883897992
1,0.254306332,19.441,1000,19,0,0,1,0.006888377,-10.78031011,-11.50252588,-14.80929246,-16.63139632,0.713515618,3.300697193
1,0.254306332,19.441,1000,19.5,0,0,1,0.018071441,-11.0992296,-12.31633151,-15.8309944,-17.40959828,1.212010937,3.52740904
1,0.254306332,19.441,1000,20,0,0,1,0.051931932,-11.69671249,-13.33533708,-16.96631893,-18.43812056,1.642286246,3.651333241
1,0.254306332,19.441,1000,20.5,0,0,1,0.145471607,-12.44868202,-14.3506283,-18.07990051,-19.55344116,1.912773169,3.749507979
1,0.254306332,19.441,1000,21,0,0,1,0.341616641,-12.98737619,-15.09047445,-19.00582967,-20.59479624,2.117030049,3.927645523
1,0.254306332,19.441,1000,21.5,0,0,1,0.533110706,-13.06391814,-15.29233752,-19.50159328,-21.34874281,2.242242883,4.203654135
1,0.254306332,19.441,1000,22,0,0,1,0.539030236,-12.94911494,-15.22579829,-19.53567752,-21.69080714,2.290878855,4.285217006
1,0.254306332,19.441,1000,22.5,0,0,1,0.411010124,-12.58011167,-14.99947025,-19.28426753,-21.869099,2.435033518,4.231335785
1,0.254306332,19.441,1000,23,0,0,1,0.158525486,-11.41117221,-14.27393112,-18.46120498,-21.67938318,2.882295697,4.082739272
1,0.254306332,19.441,1000,23.5,0,0,1,0.007707086,-7.837339353,-12.0453401,-16.23304292,-19.89525427,4.233623729,4.048323222
0.1,0.261500773,19.641001,1000,24,5,0,1,0.116605312,-10.03649495,-13.13473051,-18.16253344,-21.06258881,3.107562479,4.917758118
0.1,0.261500773,19.541,1000,19,5,0,1,0.002884111,-10.5340322,-10.90465689,-13.96034932,-16.40290539,0.362754346,2.992206191
0.1,0.261500773,19.541,1000,19.5,5,0,1,0.004005651,-10.56043803,-11.04690546,-14.27961645,-16.559498,0.477185572,3.186359084
0.1,0.261500773,19.541,1000,20,5,0,1,0.007536932,-10.63894907,-11.40035784,-14.91900274,-16.94328616,0.750261798,3.495977808
0.1,0.261500773,19.541,1000,20.5,5,0,1,0.01855013,-10.84761065,-12.07037007,-15.8640718,-17.66103347,1.212994577,3.790035772
0.1,0.261500773,19.541,1000,21,5,0,1,0.05184841,-11.27706672,-12.9873541,-16.96572778,-18.65777578,1.708082612,3.983357987
0.1,0.261500773,19.541,1000,21.5,5,0,1,0.143115489,-11.84054766,-13.90891222,-18.06441578,-19.77523143,2.07427167,4.159781606
0.1,0.261500773,19.541,1000,22,5,0,1,0.327113784,-12.16692953,-14.48460067,-18.96944487,-20.85165662,2.32642502,4.477495149
0.1,0.261500773,19.541,1000,22.5,5,0,1,0.462529798,-12.16746076,-14.55020644,-19.37994295,-21.61055653,2.390962858,4.800218362
0.1,0.261500773,19.541,1000,23,5,0,1,0.434312477,-12.05477409,-14.4813418,-19.32955318,-21.80416263,2.435247741,4.806795067
0.1,0.261500773,19.541,1000,23.5,5,0,1,0.321601998,-11.68551443,-14.25700999,-19.03162062,-21.66679275,2.581874724,4.712700392
0.1,0.261500773,19.891001,300,24,5,0,1,0.074370138,-9.019418711,-11.52343693,-17.8147573,-21.02887223,2.488571131,6.159445985
0.1,0.261500773,19.791,300,19,5,0,1,0.002869054,-10.52401548,-10.85943894,-13.95888375,-16.4440551,0.327790398,3.028691128
0.1,0.261500773,19.791,300,19.5,5,0,1,0.003960735,-10.52919398,-10.91665217,-14.27608735,-16.66855781,0.378551938,3.296032146
0.1,0.261500773,19.791,300,20,5,0,1,0.007386312,-10.54515063,-11.07776237,-14.91225646,-17.17193752,0.520551015,3.782469415
0.1,0.261500773,19.791,300,20.5,5,0,1,0.018025094,-10.59105264,-11.45508744,-15.85276855,-18.01150677,0.84691524,4.357797289
0.1,0.261500773,19.791,300,21,5,0,1,0.049751287,-10.70021814,-12.09109212,-16.94487882,-19.07938751,1.370784686,4.822212
0.1,0.261500773,19.791,300,21.5,5,0,1,0.13251338,-10.85448621,-12.76241127,-18.01401118,-20.22134021,1.888917274,5.219267591
0.1,0.261500773,19.791,300,22,5,0,1,0.270848472,-10.91331225,-13.06212835,-18.82265872,-21.26847822,2.129392187,5.713249906
0.1,0.261500773,19.791,300,22.5,5,0,1,0.321712853,-10.92212952,-13.06425,-19.0618241,-21.85085689,2.122868918,5.93278751
0.1,0.261500773,19.791,300,23,5,0,1,0.296541891,-10.81069534,-12.99702028,-18.98395601,-21.87429923,2.167807283,5.91553122
0.1,0.261500773,19.791,300,23.5,5,0,1,0.219624581,-10.42874137,-12.77403406,-18.70400688,-21.66788967,2.329512399,5.841130397
1,0.283527365,19.741001,1000,24,60,0,1,2.52E-05,2.853973594,-3.451674078,-10.24738643,-14.54256807,6.270258763,6.675981771
1,0.283527365,19.641001,1000,19,60,0,1,0.006085887,-10.68945659,-11.44750713,-14.66354867,-16.48268356,0.752072061,3.20455009
1,0.283527365,19.641001,1000,19.5,60,0,1,0.015421045,-10.76136242,-11.80143165,-15.65538524,-17.49127337,1.031504106,3.840905025
1,0.283527365,19.641001,1000,20,60,0,1,0.043570941,-10.94046796,-12.44153027,-16.77645483,-18.63322589,1.492532358,4.324234377
1,0.283527365,19.641001,1000,20.5,60,0,1,0.120384654,-11.24767044,-13.22433192,-17.87967249,-19.7866181,1.972817716,4.644380432
1,0.283527365,19.641001,1000,21,60,0,1,0.275435193,-11.48024719,-13.78085265,-18.78699649,-20.82763821,2.30001795,4.987102946
1,0.283527365,19.641001,1000,21.5,60,0,1,0.410758379,-11.47648919,-13.8704125,-19.25040999,-21.55921451,2.392818974,5.342405159
1,0.283527365,19.641001,1000,22,60,0,1,0.407403826,-11.37923964,-13.80276359,-19.2807186,-21.8848534,2.421551071,5.422872093
1,0.283527365,19.641001,1000,22.5,60,0,1,0.308066864,-11.01639003,-13.58252928,-19.03665351,-21.95693975,2.566082909,5.374704894
1,0.283527365,19.641001,1000,23,60,0,1,0.119597288,-9.849310103,-12.8786666,-18.24837813,-21.61450314,3.035210639,5.248173835
